Designator,Footprint,Quantity,Value,LCSC Part #
J1,tvp00wci17-02p,1,TVP00WCI17-02P,
"J2, J3",SAMTEC_UMPS-08-X-X-V-S-W,2,UMPS-08-X-X-V-S-W,
J4,IDC-Header_2x03_P2.54mm_Vertical,1,Conn_01x06,
